battery_operation_count,hand,timestamp,attitude_roll,attitude_pitch,attitude_yaw,rotationRate_x,rotationRate_y,rotationRate_z,gravity_x,gravity_y,gravity_z,userAcceleration_x,userAcceleration_y,userAcceleration_z,device_batteryLevel
15,1,6064.218967041667,0.09201423931526359,0.27659456511051933,-0.024856167588826538,0.028495268896222115,0.05924183875322342,0.05244551971554756,0.08839201182126999,-0.2730812430381775,-0.9579214453697205,-0.021177053451538086,0.01375812292098999,-0.009607851505279541,1.0
15,1,6064.249088041667,0.09238375607686514,0.27875927638067477,-0.02289472507948459,0.05190708488225937,-0.048061661422252655,0.06940474361181259,0.08869123458862305,-0.27516302466392517,-0.9572978615760803,-0.03221845626831055,0.02955755591392517,-0.0030140280723571777,1.0
15,1,6064.279239041667,0.09110147751793152,0.27932710436462327,-0.02212259962049355,0.03291318565607071,-0.008241061121225357,0.006241274997591972,0.08744940906763077,-0.2757088840007782,-0.9572550654411316,-0.05497870594263077,0.022809743881225586,-0.0001576542854309082,1.0
15,1,6064.309391041667,0.09086606723322466,0.28036546938011353,-0.022353892304077288,0.02249673195183277,-0.032771773636341095,0.006486102472990751,0.08719803392887115,-0.27670687437057495,-0.9569900035858154,-0.030709996819496155,0.02576082944869995,0.0010879039764404297,1.0
15,1,6064.339542041667,0.08936584587157151,0.2803458585563424,-0.02195832880364128,0.0031084863003343344,-0.004100959748029709,0.00623724702745676,0.08576272428035736,-0.27668800950050354,-0.9571251273155212,-0.03414224088191986,0.018005788326263428,0.01002734899520874,1.0
15,1,6064.369694041667,0.08877746429494525,0.28088258356732415,-0.02172460093671691,-0.012130619958043098,-0.08615914732217789,0.005972578655928373,0.08518637716770172,-0.2772037386894226,-0.9570273756980896,-0.010128393769264221,0.025204867124557495,-0.0114937424659729,1.0
15,1,6064.399814041667,0.06016067418268485,0.2599397829713336,-0.015248156821797131,0.00799032673239708,-0.010958163999021053,-0.04799443483352661,0.05810454115271568,-0.25702235102653503,-0.9646571278572083,-0.0026388391852378845,-0.008129626512527466,-0.00043076276779174805,1.0
15,1,6064.429966041667,0.05895202299013814,0.2624376498618436,-0.015664925417241262,-0.006385682616382837,-0.016953665763139725,0.00211147777736187,0.05690056085586548,-0.2594355046749115,-0.9640827178955078,0.02998298406600952,-0.007104992866516113,0.010774612426757812,1.0
15,1,6064.460117041667,0.062375037096954966,0.25962516220809534,-0.01671154292892078,-0.029849860817193985,-0.009604454040527344,0.0010064656380563974,0.06024553254246712,-0.25671830773353577,-0.964606761932373,0.016353584825992584,-0.017588943243026733,0.016685009002685547,1.0
15,1,6064.4902690416675,0.06252317318128045,0.26102202600802227,-0.017119635493671268,0.017800645902752876,6.272317841649055e-05,-0.01085074245929718,0.060365960001945496,-0.2580680847167969,-0.9642390012741089,0.011243537068367004,-0.021762847900390625,-0.006082653999328613,1.0
