battery_operation_count,hand,timestamp,attitude_roll,attitude_pitch,attitude_yaw,rotationRate_x,rotationRate_y,rotationRate_z,gravity_x,gravity_y,gravity_z,userAcceleration_x,userAcceleration_y,userAcceleration_z,device_batteryLevel
11,1,485606.534516,-0.17990133874058015,0.061291555276027754,-0.011062819701539628,0.7734562158584595,-0.21213173866271973,-0.2650676667690277,-0.17859651148319244,-0.06125318631529808,-0.9820138812065125,0.14524079859256744,-0.01790940761566162,0.09804177284240723,1.0
11,1,485606.584748,-0.18363525806998257,0.06972072378516142,-0.003748551652182072,-0.09270087629556656,0.12837432324886322,0.21392875909805298,-0.18216127157211304,-0.06966425478458405,-0.9807977080345154,-0.08425718545913696,-0.006889089941978455,-0.09621340036392212,1.0
11,1,485606.63501,-0.1711644384924989,0.06752677552469141,0.003367795365156092,0.024188289418816566,0.1792830526828766,0.1387830227613449,-0.16994169354438782,-0.06747546792030334,-0.983141303062439,-0.013575762510299683,-0.03724559396505356,-0.07401812076568604,1.0
11,1,485606.68524200004,-0.21595864686410154,0.09410618679399244,0.0014183800091557414,0.14424684643745422,-0.5055419206619263,-0.640496015548706,-0.21333575248718262,-0.09396734833717346,-0.9724494814872742,-0.022748231887817383,0.22450628876686096,-0.00281602144241333,1.0
11,1,485606.73550500005,-0.1928058713973627,0.11108462343396608,-0.02843087851243507,-0.18936537206172943,-0.24033311009407043,-0.1284288614988327,-0.19043250381946564,-0.1108563020825386,-0.9754210710525513,0.09697240591049194,0.004319436848163605,0.01202690601348877,1.0
11,1,485606.78576700005,-0.19990354336499708,0.030004745765598202,-0.016121008764319676,-0.22601962089538574,1.1284922361373901,0.6538242101669312,-0.19848541915416718,-0.030000243335962296,-0.9796445965766907,-0.15570160746574402,-0.133940190076828,-0.10536211729049683,1.0
11,1,485606.835999,-0.18811491792277862,0.035558190100768224,-0.011662160300529118,0.2720608115196228,0.10095824301242828,0.0806763768196106,-0.186889186501503,-0.03555069863796234,-0.981737494468689,-0.03389023244380951,-0.11909712851047516,0.046572089195251465,1.0
11,1,485606.88625562505,-0.18549962365766218,0.039886766436387104,-0.010137736748244294,0.24304552376270294,0.08765914291143417,-0.08310569822788239,-0.18429091572761536,-0.03987618908286095,-0.9820624589920044,0.0071516335010528564,0.015523161739110947,0.047248005867004395,1.0
11,1,485606.936487625,-0.18003702047281625,0.04427068641432154,-0.010984584487356347,0.2589397132396698,0.10483972728252411,0.04446063190698624,-0.17889054119586945,-0.04425622522830963,-0.9828730821609497,0.028652504086494446,0.02188684418797493,-0.09123885631561279,1.0
11,1,485606.986749625,-0.17732452958618308,0.05264571330043318,0.0012749832702320949,0.1338605284690857,0.005864504724740982,0.22546528279781342,-0.176152303814888,-0.052621398121118546,-0.9829553961753845,0.005574285984039307,-0.09421393275260925,-0.02327018976211548,1.0
11,1,485607.036981625,-0.16569777763359567,0.05568506546872607,0.0008063198727796092,0.1110578402876854,-0.008619556203484535,-0.19167692959308624,-0.1646849364042282,-0.05565629154443741,-0.9847747087478638,0.024471908807754517,-0.05620589107275009,0.09877312183380127,1.0
11,1,485607.087243625,-0.17105566568266412,0.07181734354455484,-0.008335705875223573,-0.08803146332502365,-0.11713499575853348,-0.09139931201934814,-0.16978390514850616,-0.07175562530755997,-0.9828654527664185,0.0011132508516311646,0.013497568666934967,0.08676254749298096,1.0
11,1,485607.13750662503,-0.17262591255446846,0.07413013011169943,-0.0053679515592248974,-0.10372143983840942,-0.012773796916007996,0.15354125201702118,-0.1712980717420578,-0.07406225800514221,-0.9824315309524536,-0.0069398432970047,-0.038166143000125885,-0.10147655010223389,1.0
11,1,485607.18773862504,-0.16881608664162684,0.07426080608591472,-0.0027462382617576306,0.09919455647468567,0.15871725976467133,-0.05060404911637306,-0.16755232214927673,-0.07419256865978241,-0.983067512512207,-0.0021254122257232666,-0.0625109151005745,-0.04123973846435547,1.0
11,1,485607.23800062505,-0.16437509049324156,0.07992743236852995,-0.0090856032297125,-0.08348384499549866,-0.0018689760472625494,-0.18298928439617157,-0.16311347484588623,-0.07984235882759094,-0.9833713173866272,0.02279365062713623,-0.04685136675834656,0.0701633095741272,1.0
11,1,485607.28823262505,-0.16598580842215846,0.07567251304357192,-0.02062229321148202,-0.23735693097114563,-0.027982722967863083,-0.17616678774356842,-0.1647518277168274,-0.07560031116008759,-0.9834334850311279,-0.030133411288261414,0.015953704714775085,0.02637171745300293,1.0
11,1,485607.338495625,-0.16238787744943664,0.07927301554473784,-0.0277042407264609,-0.052581723779439926,0.09284242242574692,-0.08492283523082733,-0.16116739809513092,-0.07919001579284668,-0.9837448596954346,-0.02151082456111908,0.00690913200378418,-0.11111903190612793,1.0
11,1,485607.388757625,-0.16007141024952057,0.07917328895494655,-0.033501612211761206,-0.09830030798912048,0.03895268216729164,-0.13651813566684723,-0.15888941287994385,-0.07909060269594193,-0.9841233491897583,0.043304070830345154,-0.050471775233745575,0.006187558174133301,1.0
11,1,485607.438989625,-0.15896293251025384,0.06870565119785467,-0.04526597323034892,-0.2254161834716797,-0.038414712995290756,-0.2761526107788086,-0.15792083740234375,-0.06865160912275314,-0.9850624203681946,-0.03450775146484375,-0.03684765845537186,0.03019791841506958,1.0
